episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:13866, reward: -9.011858840555696, mean reward: -5.27, score: -205.49732658702396, epsilon: 0.050000000014216964, total steps: 744423
episode:13867, reward: -100, mean reward: -2.62, score: -183.1643941411922, epsilon: 0.05000000001418383, total steps: 744493
episode:13868, reward: -10.477233239581969, mean reward: -5.96, score: -202.62773555285864, epsilon: 0.05000000001416776, total steps: 744527
episode:13869, reward: -13.125024198375696, mean reward: -5.58, score: -212.02676900991705, epsilon: 0.05000000001414983, total steps: 744565
episode:13870, reward: -15.844785794696353, mean reward: -15.12, score: -211.68698551678995, epsilon: 0.050000000014143224, total steps: 744579
episode:13871, reward: -100, mean reward: -0.1, score: -3.7781998914677786, epsilon: 0.050000000014125794, total steps: 744616
episode:13872, reward: -11.623054436678538, mean reward: -11.13, score: -211.51703290424794, epsilon: 0.05000000001411685, total steps: 744635
episode:13873, reward: -10.735148124942011, mean reward: -6.06, score: -200.14140235091116, epsilon: 0.05000000001410133, total steps: 744668
episode:13874, reward: -18.910216498344056, mean reward: -15.59, score: -218.23185887096113, epsilon: 0.05000000001409475, total steps: 744682
episode:13875, reward: -13.64151304040641, mean reward: -10.72, score: -203.58840477863822, epsilon: 0.050000000014085826, total steps: 744701
episode:13876, reward: -13.56485870116087, mean reward: -10.27, score: -205.32484773308477, epsilon: 0.05000000001407644, total steps: 744721
episode:13877, reward: -13.222405417791562, mean reward: -2.56, score: -207.48664120325122, epsilon: 0.05000000001403848, total steps: 744802
episode:13878, reward: -12.423439309329174, mean reward: -10.03, score: -200.64657595887456, epsilon: 0.05000000001402913, total steps: 744822
episode:13879, reward: -9.72845642680646, mean reward: -2.5, score: -200.22235230061182, epsilon: 0.05000000001399177, total steps: 744902
episode:13880, reward: -14.09629773386653, mean reward: -11.15, score: -200.7185836392234, epsilon: 0.05000000001398337, total steps: 744920
episode:13881, reward: -18.842413873005928, mean reward: -16.4, score: -213.25410422627914, epsilon: 0.050000000013977315, total steps: 744933
episode:13882, reward: -13.385580381021288, mean reward: -6.1, score: -201.1900015078621, epsilon: 0.05000000001396195, total steps: 744966
episode:13883, reward: -14.565308708316072, mean reward: -9.82, score: -206.30547654329595, epsilon: 0.05000000001395218, total steps: 744987
episode:13884, reward: -15.730163857187561, mean reward: -10.27, score: -215.61746082027705, epsilon: 0.05000000001394242, total steps: 745008
episode:13885, reward: -13.103106032981351, mean reward: -6.11, score: -201.7814450960828, epsilon: 0.05000000001392709, total steps: 745041
episode:13886, reward: -13.199025717921034, mean reward: -6.16, score: -209.34270038832835, epsilon: 0.05000000001391131, total steps: 745075
episode:13887, reward: -12.422468857200515, mean reward: -2.81, score: -208.21822166105477, epsilon: 0.05000000001387704, total steps: 745149
episode:13888, reward: -16.91353380482005, mean reward: -0.67, score: -206.525395967114, epsilon: 0.0500000000137353, total steps: 745457
episode:13889, reward: -7.298147317053151, mean reward: -2.72, score: -201.62668962764258, epsilon: 0.05000000001370146, total steps: 745531
episode:13890, reward: -17.97026631657877, mean reward: -14.14, score: -212.0856906169587, epsilon: 0.05000000001369461, total steps: 745546
episode:13891, reward: -100, mean reward: 37.36, score: 4184.684625030908, epsilon: 0.05000000001364358, total steps: 745658
episode:13892, reward: -14.669253563221227, mean reward: -2.5, score: -200.20940807399396, epsilon: 0.05000000001360724, total steps: 745738
episode:13893, reward: -17.14274156706163, mean reward: -11.2, score: -212.89070016013594, epsilon: 0.05000000001359863, total steps: 745757
episode:13894, reward: -100, mean reward: -3.89, score: -225.7866429888818, epsilon: 0.05000000001357237, total steps: 745815
episode:13895, reward: -18.804065180219922, mean reward: -13.8, score: -207.0653627981473, epsilon: 0.05000000001356558, total steps: 745830
episode:13896, reward: -100, mean reward: 87.57, score: 4465.934506819602, epsilon: 0.05000000001354254, total steps: 745881
episode:13897, reward: -15.694540898755998, mean reward: -14.41, score: -201.77614711269658, epsilon: 0.05000000001353622, total steps: 745895
episode:13898, reward: -10.45148438912947, mean reward: -5.41, score: -200.1924340160433, epsilon: 0.050000000013519535, total steps: 745932
episode:13899, reward: -18.12379892799113, mean reward: -14.94, score: -209.1697788032583, epsilon: 0.05000000001351323, total steps: 745946
episode:13900, reward: -100, mean reward: 76.2, score: 3505.250351271958, epsilon: 0.05000000001349252, total steps: 745992
episode:13901, reward: -9.786809886517442, mean reward: -5.41, score: -200.06036607397513, epsilon: 0.05000000001347589, total steps: 746029
episode:13902, reward: -21.26039050248965, mean reward: -17.47, score: -209.62544215808688, epsilon: 0.050000000013470505, total steps: 746041
episode:13903, reward: -100, mean reward: 60.98, score: 2195.358594058828, epsilon: 0.05000000001345435, total steps: 746077
episode:13904, reward: -100, mean reward: -0.3, score: -10.862027785287466, epsilon: 0.05000000001343821, total steps: 746113
episode:13905, reward: -13.291222074929914, mean reward: -2.5, score: -202.1429288376437, epsilon: 0.05000000001340198, total steps: 746194
episode:13906, reward: -100, mean reward: 3.76, score: 135.2952974478488, epsilon: 0.050000000013385906, total steps: 746230
episode:13907, reward: -15.61055889067013, mean reward: -16.8, score: -201.63852941969293, epsilon: 0.050000000013380556, total steps: 746242
episode:13908, reward: -11.442634681514713, mean reward: -5.63, score: -208.4116935369861, epsilon: 0.05000000001336406, total steps: 746279
episode:13909, reward: -19.02025884342907, mean reward: -17.06, score: -204.73138777597023, epsilon: 0.05000000001335871, total steps: 746291
episode:13910, reward: -10.389224866729139, mean reward: -5.92, score: -201.37162958318086, epsilon: 0.050000000013343586, total steps: 746325
episode:13911, reward: -15.461254510734095, mean reward: -14.68, score: -205.54245937317236, epsilon: 0.05000000001333736, total steps: 746339
episode:13912, reward: -100, mean reward: 4.15, score: 141.13276780333766, epsilon: 0.05000000001332225, total steps: 746373
episode:13913, reward: -15.902723610577668, mean reward: -15.12, score: -211.7054904349517, epsilon: 0.05000000001331604, total steps: 746387
episode:13914, reward: -100, mean reward: -1.39, score: -63.882811886841054, epsilon: 0.05000000001329563, total steps: 746433
episode:13915, reward: -19.854380162561313, mean reward: -15.06, score: -210.87697983334792, epsilon: 0.05000000001328943, total steps: 746447
episode:13916, reward: -12.935195503611762, mean reward: -2.67, score: -203.07682197651914, epsilon: 0.05000000001325581, total steps: 746523
episode:13917, reward: -11.699393710093021, mean reward: -5.87, score: -205.6178227247479, epsilon: 0.05000000001324035, total steps: 746558
episode:13918, reward: -11.38149508244821, mean reward: -10.61, score: -201.6441582607194, epsilon: 0.05000000001323197, total steps: 746577
episode:13919, reward: -15.822418721106414, mean reward: -16.69, score: -200.32648401232316, epsilon: 0.05000000001322668, total steps: 746589
episode:13920, reward: -100, mean reward: 119.71, score: 4189.717875839458, epsilon: 0.050000000013211254, total steps: 746624
episode:13921, reward: -100, mean reward: -1.67, score: -83.66696424217385, epsilon: 0.05000000001318925, total steps: 746674
episode:13922, reward: -14.059296770612056, mean reward: -10.87, score: -206.51470649335982, epsilon: 0.050000000013180904, total steps: 746693
episode:13923, reward: -12.59038579531613, mean reward: -5.23, score: -203.82340793178003, epsilon: 0.05000000001316378, total steps: 746732
episode:13924, reward: -14.68840451857765, mean reward: -11.2, score: -201.639254834787, epsilon: 0.05000000001315588, total steps: 746750
episode:13925, reward: -10.516366330706079, mean reward: -6.12, score: -208.00231770986645, epsilon: 0.050000000013140984, total steps: 746784
episode:13926, reward: -100, mean reward: 76.32, score: 3434.38003704656, epsilon: 0.050000000013121285, total steps: 746829
episode:13927, reward: -11.922444002904214, mean reward: -2.65, score: -203.82152575518933, epsilon: 0.05000000001308765, total steps: 746906
episode:13928, reward: -12.18176074229365, mean reward: -5.62, score: -202.30129968608946, epsilon: 0.050000000013071956, total steps: 746942
episode:13929, reward: -100, mean reward: 22.93, score: 2178.48447613973, epsilon: 0.05000000001303063, total steps: 747037
episode:13930, reward: -15.97315420090974, mean reward: -15.12, score: -211.6353215804227, epsilon: 0.05000000001302454, total steps: 747051
episode:13931, reward: -11.32641782342947, mean reward: -5.09, score: -203.65497027666106, epsilon: 0.05000000001300719, total steps: 747091
episode:13932, reward: -100, mean reward: 0.1, score: 3.1589295235267514, epsilon: 0.050000000012992894, total steps: 747124
episode:13933, reward: -11.774146786585291, mean reward: -10.46, score: -209.1157336757543, epsilon: 0.050000000012984235, total steps: 747144
episode:13934, reward: -18.21397155003653, mean reward: -13.41, score: -214.52706756700212, epsilon: 0.05000000001297731, total steps: 747160
episode:13935, reward: -11.23422390467438, mean reward: -5.9, score: -200.43293276259328, epsilon: 0.05000000001296261, total steps: 747194
episode:13936, reward: -100, mean reward: 26.39, score: 2981.8381670303725, epsilon: 0.050000000012913874, total steps: 747307
episode:13937, reward: -10.42384947321243, mean reward: -6.12, score: -208.034026797265, epsilon: 0.05000000001289925, total steps: 747341
episode:13938, reward: -9.145842248024127, mean reward: -5.67, score: -204.13607917773575, epsilon: 0.05000000001288378, total steps: 747377
episode:13939, reward: -13.216307955467059, mean reward: -10.66, score: -202.62599536276872, epsilon: 0.05000000001287562, total steps: 747396
episode:13940, reward: -19.240834948704318, mean reward: -14.07, score: -210.98991081065788, epsilon: 0.05000000001286919, total steps: 747411
episode:13941, reward: -100, mean reward: 0.0, score: 0.12141199172360473, epsilon: 0.050000000012853325, total steps: 747448
episode:13942, reward: -100, mean reward: -3.36, score: -245.1397381033434, epsilon: 0.050000000012822086, total steps: 747521
episode:13943, reward: -10.502852722611479, mean reward: -2.58, score: -208.603949000346, epsilon: 0.05000000001278751, total steps: 747602
episode:13944, reward: -13.455070754276543, mean reward: -9.67, score: -203.04355021230685, epsilon: 0.050000000012778566, total steps: 747623
episode:13945, reward: -11.708939990399765, mean reward: -5.25, score: -204.6491707941917, epsilon: 0.05000000001276196, total steps: 747662
episode:13946, reward: -11.376183467199017, mean reward: -10.52, score: -210.4230193972561, epsilon: 0.05000000001275346, total steps: 747682
episode:13947, reward: -10.583510055829176, mean reward: -2.65, score: -209.62384004858197, epsilon: 0.05000000001271992, total steps: 747761
episode:13948, reward: -17.32452464572612, mean reward: -0.73, score: -201.37913608725106, epsilon: 0.050000000012604275, total steps: 748035
episode:13949, reward: -100, mean reward: 0.09, score: 3.151168916832802, epsilon: 0.05000000001258958, total steps: 748070
episode:13950, reward: -17.803717151918768, mean reward: -2.89, score: -210.64173822304534, epsilon: 0.05000000001255898, total steps: 748143
episode:13951, reward: -12.952704536803243, mean reward: -5.98, score: -203.17557355867234, epsilon: 0.05000000001254475, total steps: 748177
episode:13952, reward: -12.380045313942981, mean reward: -2.97, score: -210.80234141144663, epsilon: 0.050000000012515096, total steps: 748248
episode:13953, reward: -100, mean reward: -1.58, score: -80.38541439692919, epsilon: 0.05000000001249384, total steps: 748299
episode:13954, reward: -100, mean reward: -2.32, score: -32.54733580945414, epsilon: 0.05000000001248801, total steps: 748313
episode:13955, reward: -11.91862664876526, mean reward: -5.67, score: -209.83933512443113, epsilon: 0.050000000012472616, total steps: 748350
episode:13956, reward: -13.732797607984445, mean reward: -11.23, score: -213.33158669543556, epsilon: 0.05000000001246472, total steps: 748369
episode:13957, reward: -11.507128001614605, mean reward: -2.64, score: -211.32018910798251, epsilon: 0.050000000012431524, total steps: 748449
episode:13958, reward: -100, mean reward: 47.1, score: 3438.028299073051, epsilon: 0.05000000001240131, total steps: 748522
episode:13959, reward: -100, mean reward: -0.65, score: -29.851962467095532, epsilon: 0.05000000001238231, total steps: 748568
episode:13960, reward: -100, mean reward: -0.14, score: -5.262036387154993, epsilon: 0.05000000001236664, total steps: 748606
episode:13961, reward: -11.140248648549303, mean reward: -5.65, score: -209.1023773091997, epsilon: 0.050000000012351394, total steps: 748643
episode:13962, reward: -100, mean reward: -0.14, score: -4.642867675189208, epsilon: 0.050000000012337405, total steps: 748677
episode:13963, reward: -10.194685804352487, mean reward: -5.98, score: -209.1480559530838, epsilon: 0.05000000001232302, total steps: 748712
episode:13964, reward: -11.381994257398587, mean reward: -10.14, score: -202.82657399989998, epsilon: 0.050000000012314805, total steps: 748732
episode:13965, reward: -13.478471785074042, mean reward: -10.55, score: -211.04118422697127, epsilon: 0.0500000000123066, total steps: 748752
episode:13966, reward: -100, mean reward: 108.98, score: 4141.26998077828, epsilon: 0.050000000012291025, total steps: 748790
episode:13967, reward: -11.52230792773222, mean reward: -9.83, score: -206.4960188761235, epsilon: 0.05000000001228242, total steps: 748811
episode:13968, reward: -100, mean reward: -0.14, score: -5.0769776190514335, epsilon: 0.05000000001226728, total steps: 748848
episode:13969, reward: -100, mean reward: 23.87, score: 2696.871127122502, epsilon: 0.050000000012221164, total steps: 748961
episode:13970, reward: -11.578151058362213, mean reward: -11.08, score: -210.5153353573706, epsilon: 0.05000000001221343, total steps: 748980
episode:13971, reward: -11.09958112070953, mean reward: -5.59, score: -201.32304814867726, epsilon: 0.05000000001219878, total steps: 749016
episode:13972, reward: -11.932136549396077, mean reward: -11.07, score: -210.3258631955465, epsilon: 0.050000000012191056, total steps: 749035
episode:13973, reward: -13.57624580704152, mean reward: -8.81, score: -211.49082605573895, epsilon: 0.05000000001218131, total steps: 749059
episode:13974, reward: -19.28181547336032, mean reward: -14.47, score: -202.62233133093156, epsilon: 0.050000000012175624, total steps: 749073
episode:13975, reward: -12.822399487296817, mean reward: -2.51, score: -208.59745038098796, epsilon: 0.050000000012141985, total steps: 749156
episode:13976, reward: -13.419577219388293, mean reward: -11.82, score: -201.01158745054497, epsilon: 0.0500000000121351, total steps: 749173
episode:13977, reward: -9.228788113360393, mean reward: -2.82, score: -205.6360246955512, epsilon: 0.05000000001210561, total steps: 749246
episode:13978, reward: -18.343342211221234, mean reward: -0.7, score: -210.70324959085582, epsilon: 0.05000000001198436, total steps: 749548
episode:13979, reward: -18.604009415135955, mean reward: -14.46, score: -202.50991215487, epsilon: 0.05000000001197877, total steps: 749562
episode:13980, reward: -100, mean reward: -0.96, score: -50.897313101027656, epsilon: 0.050000000011957625, total steps: 749615
episode:13981, reward: -9.592178105260622, mean reward: -2.67, score: -208.22536644068526, epsilon: 0.050000000011926574, total steps: 749693
episode:13982, reward: -9.937381947980704, mean reward: -5.67, score: -204.17124942226675, epsilon: 0.05000000001191227, total steps: 749729
episode:13983, reward: -11.460875216667926, mean reward: -11.11, score: -200.02459797043122, epsilon: 0.050000000011905125, total steps: 749747
episode:13984, reward: -100, mean reward: 104.34, score: 3651.7622304982096, epsilon: 0.05000000001189125, total steps: 749782
episode:13985, reward: -9.167090104069263, mean reward: -5.64, score: -208.85618832795095, epsilon: 0.050000000011876586, total steps: 749819
episode:13986, reward: -18.65956095365305, mean reward: -16.08, score: -209.08232397390802, epsilon: 0.050000000011871444, total steps: 749832
episode:13987, reward: -8.476822821639237, mean reward: -5.08, score: -203.00992022200498, epsilon: 0.05000000001185562, total steps: 749872
episode:13988, reward: -18.434947624605968, mean reward: -0.84, score: -211.1401150563549, epsilon: 0.05000000001175645, total steps: 750124
episode:13989, reward: -12.737771809428752, mean reward: -10.03, score: -210.69285795443835, epsilon: 0.05000000001174823, total steps: 750145
episode:13990, reward: -9.459505284246108, mean reward: -6.25, score: -206.383824134352, epsilon: 0.05000000001173531, total steps: 750178
episode:13991, reward: -12.101267484997186, mean reward: -2.64, score: -200.58263705737684, epsilon: 0.05000000001170562, total steps: 750254
episode:13992, reward: -11.703292049800364, mean reward: -5.84, score: -210.20855475462187, epsilon: 0.05000000001169158, total steps: 750290
episode:13993, reward: -13.471941025080124, mean reward: -10.09, score: -211.8945081896989, epsilon: 0.0500000000116834, total steps: 750311
episode:13994, reward: -11.010175423287222, mean reward: -6.02, score: -210.71516688647844, epsilon: 0.05000000001166978, total steps: 750346
episode:13995, reward: -11.81297396468078, mean reward: -5.31, score: -201.73642310467665, epsilon: 0.050000000011655006, total steps: 750384
episode:13996, reward: -10.171196020421924, mean reward: -2.85, score: -207.90498842749258, epsilon: 0.05000000001162668, total steps: 750457
episode:13997, reward: -10.985180638492578, mean reward: -5.87, score: -205.41839957076402, epsilon: 0.05000000001161312, total steps: 750492
episode:13998, reward: -9.4776756257364, mean reward: -5.53, score: -204.58158809893862, epsilon: 0.05000000001159881, total steps: 750529
episode:13999, reward: -8.495494734619784, mean reward: -6.25, score: -206.30238839761364, epsilon: 0.050000000011586054, total steps: 750562
episode:14000, reward: -15.617605279452322, mean reward: -15.76, score: -204.8410296149843, epsilon: 0.05000000001158104, total steps: 750575
episode:14001, reward: -11.587634433844643, mean reward: -2.68, score: -201.09310993442756, epsilon: 0.05000000001155212, total steps: 750650
episode:14002, reward: -12.022687625184178, mean reward: -10.64, score: -202.1261816630054, epsilon: 0.05000000001154481, total steps: 750669
episode:14003, reward: -11.284941613126511, mean reward: -5.44, score: -206.62390449566686, epsilon: 0.050000000011530196, total steps: 750707
episode:14004, reward: -100, mean reward: 39.04, score: 3318.4807880166127, epsilon: 0.05000000001149757, total steps: 750792
episode:14005, reward: -13.610010147303885, mean reward: -5.25, score: -209.8272592253358, epsilon: 0.05000000001148225, total steps: 750832
episode:14006, reward: -13.113824983348193, mean reward: -5.8, score: -208.81391188173595, epsilon: 0.05000000001146848, total steps: 750868
episode:14007, reward: -11.66673270444959, mean reward: -8.59, score: -206.2614566117545, epsilon: 0.05000000001145931, total steps: 750892
episode:14008, reward: -9.417197572835516, mean reward: -2.85, score: -205.3024339283383, epsilon: 0.05000000001143184, total steps: 750964
episode:14009, reward: -14.330961008287272, mean reward: -2.42, score: -200.6019982610595, epsilon: 0.05000000001140026, total steps: 751047
episode:14010, reward: -100, mean reward: 36.01, score: 3385.1349520085714, epsilon: 0.05000000001136459, total steps: 751141
episode:14011, reward: -13.290412095482239, mean reward: -6.18, score: -210.12787242158896, epsilon: 0.05000000001135172, total steps: 751175
episode:14012, reward: -11.325522307086773, mean reward: -2.73, score: -202.3173832551995, epsilon: 0.05000000001132375, total steps: 751249
episode:14013, reward: -11.592748578256183, mean reward: -9.53, score: -209.57542053814524, epsilon: 0.05000000001131545, total steps: 751271
episode:14014, reward: -16.014356776535067, mean reward: -16.85, score: -202.14597881890165, epsilon: 0.05000000001131093, total steps: 751283
episode:14015, reward: -12.99475179976791, mean reward: -2.46, score: -206.62399854828456, epsilon: 0.0500000000112793, total steps: 751367
episode:14016, reward: -11.702124249640182, mean reward: -10.96, score: -208.17036025803245, epsilon: 0.05000000001127216, total steps: 751386
episode:14017, reward: -100, mean reward: 93.58, score: 3181.816991878138, epsilon: 0.05000000001125939, total steps: 751420
episode:14018, reward: -12.630602960844945, mean reward: -2.59, score: -204.96144620411388, epsilon: 0.05000000001122978, total steps: 751499
episode:14019, reward: -12.993306599236542, mean reward: -9.38, score: -206.3556274548117, epsilon: 0.05000000001122155, total steps: 751521
episode:14020, reward: -100, mean reward: -0.96, score: -38.598066905843666, epsilon: 0.050000000011206594, total steps: 751561
episode:14021, reward: -8.236150397348666, mean reward: -5.45, score: -201.59450284292208, epsilon: 0.05000000001119278, total steps: 751598
episode:14022, reward: -100, mean reward: 3.17, score: 117.36630429952274, epsilon: 0.050000000011178984, total steps: 751635
episode:14023, reward: -20.086832097109376, mean reward: -16.74, score: -217.561735927475, epsilon: 0.05000000001117414, total steps: 751648
episode:14024, reward: -9.032418657805175, mean reward: -2.67, score: -200.195173984986, epsilon: 0.05000000001114624, total steps: 751723
episode:14025, reward: -13.127817190933525, mean reward: -5.49, score: -208.72856034493398, epsilon: 0.05000000001113213, total steps: 751761
episode:14026, reward: -12.551851671235973, mean reward: -2.76, score: -201.36328029294768, epsilon: 0.05000000001110508, total steps: 751834
episode:14027, reward: -11.486088902336595, mean reward: -11.64, score: -209.59606704733108, epsilon: 0.05000000001109842, total steps: 751852
episode:14028, reward: -100, mean reward: 87.2, score: 4011.23291749484, epsilon: 0.05000000001108141, total steps: 751898
episode:14029, reward: -13.897715090862059, mean reward: -11.09, score: -210.62185245977489, epsilon: 0.050000000011074394, total steps: 751917
episode:14030, reward: -100, mean reward: -3.22, score: -221.847062878261, epsilon: 0.050000000011048956, total steps: 751986
episode:14031, reward: -100, mean reward: 65.69, score: 4138.38732995079, epsilon: 0.05000000001102577, total steps: 752049
episode:14032, reward: -15.78714536528147, mean reward: -14.55, score: -203.64542018286747, epsilon: 0.05000000001102063, total steps: 752063
episode:14033, reward: -11.42701879539588, mean reward: -11.13, score: -200.27335336339738, epsilon: 0.05000000001101402, total steps: 752081
episode:14034, reward: -100, mean reward: -3.26, score: -237.84283317338662, epsilon: 0.050000000010987256, total steps: 752154
episode:14035, reward: -100, mean reward: 0.43, score: 18.960364917874045, epsilon: 0.05000000001097115, total steps: 752198
episode:14036, reward: -17.7377904339207, mean reward: -17.02, score: -204.20518204034232, epsilon: 0.050000000010966765, total steps: 752210
episode:14037, reward: -11.633736086295983, mean reward: -10.53, score: -210.53012454577248, epsilon: 0.05000000001095945, total steps: 752230
episode:14038, reward: -15.5102002476595, mean reward: -15.35, score: -214.9233270711605, epsilon: 0.05000000001095434, total steps: 752244
episode:14039, reward: -100, mean reward: -0.43, score: -14.985151662478899, epsilon: 0.05000000001094157, total steps: 752279
episode:14040, reward: -100, mean reward: 53.45, score: 3474.409369702989, epsilon: 0.05000000001091789, total steps: 752344
episode:14041, reward: -10.30428314839663, mean reward: -5.87, score: -205.61022177664427, epsilon: 0.050000000010905155, total steps: 752379
episode:14042, reward: -13.246179987152933, mean reward: -10.51, score: -210.14508468919203, epsilon: 0.05000000001089789, total steps: 752399
episode:14043, reward: -100, mean reward: -3.64, score: -233.27479041670975, epsilon: 0.050000000010874665, total steps: 752463
episode:14044, reward: -11.650084789064618, mean reward: -10.75, score: -204.32285381014697, epsilon: 0.05000000001086778, total steps: 752482
episode:14045, reward: -13.279490550887548, mean reward: -6.13, score: -202.24726112379318, epsilon: 0.05000000001085583, total steps: 752515
episode:14046, reward: -20.079172126351867, mean reward: -15.67, score: -219.31517988008355, epsilon: 0.05000000001085077, total steps: 752529
episode:14047, reward: -11.474810226861509, mean reward: -6.11, score: -207.69888164202638, epsilon: 0.05000000001083848, total steps: 752563
episode:14048, reward: -19.015104817799706, mean reward: -15.78, score: -205.15362171294157, epsilon: 0.05000000001083378, total steps: 752576
episode:14049, reward: -14.701845112034214, mean reward: -11.01, score: -209.25904108913568, epsilon: 0.05000000001082692, total steps: 752595
episode:14050, reward: -100, mean reward: -0.46, score: -22.847684270112183, epsilon: 0.05000000001080889, total steps: 752645
episode:14051, reward: -100, mean reward: -0.09, score: -3.204707071075646, epsilon: 0.05000000001079629, total steps: 752680
episode:14052, reward: -13.399124943189362, mean reward: -9.7, score: -213.29741666317057, epsilon: 0.05000000001078837, total steps: 752702
episode:14053, reward: -100, mean reward: 58.68, score: 4107.305511099446, epsilon: 0.05000000001076323, total steps: 752772
episode:14054, reward: -13.128484507785467, mean reward: -10.91, score: -207.38486335641625, epsilon: 0.05000000001075642, total steps: 752791
episode:14055, reward: -100, mean reward: 96.09, score: 3171.1144688138356, epsilon: 0.05000000001074459, total steps: 752824
episode:14056, reward: -11.747710272247414, mean reward: -5.15, score: -201.0192146296864, epsilon: 0.050000000010730634, total steps: 752863
episode:14057, reward: -9.639986821165321, mean reward: -5.76, score: -201.44159215171624, epsilon: 0.05000000001071812, total steps: 752898
episode:14058, reward: -17.42391722186971, mean reward: -0.62, score: -208.23939390383208, epsilon: 0.05000000001059804, total steps: 753236
episode:14059, reward: -11.14866388026052, mean reward: -2.92, score: -210.21741766909366, epsilon: 0.050000000010572636, total steps: 753308
episode:14060, reward: -100, mean reward: -3.22, score: -238.5939648690709, epsilon: 0.05000000001054659, total steps: 753382
episode:14061, reward: -100, mean reward: -3.4, score: -227.5327017334201, epsilon: 0.05000000001052306, total steps: 753449
episode:14062, reward: -100, mean reward: -1.63, score: -78.42377711867283, epsilon: 0.05000000001050624, total steps: 753497
episode:14063, reward: -10.59871268438518, mean reward: -2.78, score: -208.8406668008325, epsilon: 0.05000000001048, total steps: 753572
episode:14064, reward: -13.248679767946651, mean reward: -6.01, score: -204.29389269196147, epsilon: 0.050000000010468136, total steps: 753606
episode:14065, reward: -13.139715561372476, mean reward: -2.5, score: -205.06949723356541, epsilon: 0.05000000001043956, total steps: 753688
episode:14066, reward: -9.72542779536414, mean reward: -2.78, score: -200.42725087035075, epsilon: 0.05000000001041453, total steps: 753760
episode:14067, reward: -8.856048244823416, mean reward: -4.93, score: -202.0208373066749, epsilon: 0.05000000001040031, total steps: 753801
episode:14068, reward: -11.231978813979609, mean reward: -4.95, score: -202.91701115423615, epsilon: 0.050000000010386104, total steps: 753842
episode:14069, reward: -18.675280543370768, mean reward: -2.93, score: -217.01083528483488, epsilon: 0.05000000001036052, total steps: 753916
episode:14070, reward: -9.048776452127875, mean reward: -5.78, score: -207.9528276061437, epsilon: 0.05000000001034809, total steps: 753952
episode:14071, reward: -100, mean reward: -0.09, score: -3.145968785216482, epsilon: 0.050000000010336026, total steps: 753987
episode:14072, reward: -19.178842203023255, mean reward: -16.39, score: -213.0074668663803, epsilon: 0.05000000001033155, total steps: 754000
episode:14073, reward: -14.200600670542261, mean reward: -10.82, score: -205.49464753401898, epsilon: 0.05000000001032501, total steps: 754019
episode:14074, reward: -13.862122768727861, mean reward: -11.09, score: -210.77881486920336, epsilon: 0.05000000001031847, total steps: 754038
episode:14075, reward: -10.461757750821464, mean reward: -2.85, score: -208.05399557173232, epsilon: 0.050000000010293394, total steps: 754111
episode:14076, reward: -16.137042104053783, mean reward: -10.06, score: -211.23730773501376, epsilon: 0.05000000001028619, total steps: 754132
episode:14077, reward: -100, mean reward: 73.84, score: 3765.9040169784776, epsilon: 0.05000000001026872, total steps: 754183
episode:14078, reward: -100, mean reward: -3.5, score: -238.01393304381256, epsilon: 0.050000000010245474, total steps: 754251
episode:14079, reward: -15.860732522497925, mean reward: -12.54, score: -213.14059195130582, epsilon: 0.050000000010239666, total steps: 754268
episode:14080, reward: -12.4215843846062, mean reward: -10.93, score: -207.65385227737872, epsilon: 0.050000000010233185, total steps: 754287
episode:14081, reward: -15.787305677706478, mean reward: -16.2, score: -210.63331939747118, epsilon: 0.05000000001022875, total steps: 754300
episode:14082, reward: -100, mean reward: -3.51, score: -235.48063713360145, epsilon: 0.05000000001020593, total steps: 754367
episode:14083, reward: -11.452146306114814, mean reward: -6.09, score: -207.1522134326951, epsilon: 0.05000000001019437, total steps: 754401
episode:14084, reward: -17.14530321294344, mean reward: -0.54, score: -203.52291569939942, epsilon: 0.05000000001006706, total steps: 754778
episode:14085, reward: -11.883111780623958, mean reward: -5.37, score: -203.92782324779122, epsilon: 0.05000000001005432, total steps: 754816
episode:14086, reward: -18.840796705311533, mean reward: -16.78, score: -201.35171716253333, epsilon: 0.0500000000100503, total steps: 754828
episode:14087, reward: -11.872309685088272, mean reward: -2.91, score: -200.63532896374574, epsilon: 0.05000000001002721, total steps: 754897
episode:14088, reward: -15.223200299337584, mean reward: -16.77, score: -201.24620923785457, epsilon: 0.0500000000100232, total steps: 754909
episode:14089, reward: -11.525436898487838, mean reward: -10.53, score: -210.63926603127015, epsilon: 0.05000000001001652, total steps: 754929
episode:14090, reward: -100, mean reward: 50.34, score: 3473.4826469517757, epsilon: 0.05000000000999351, total steps: 754998
episode:14091, reward: -17.016063930438296, mean reward: -14.12, score: -211.7560380384959, epsilon: 0.05000000000998851, total steps: 755013
episode:14092, reward: -12.002188976841197, mean reward: -2.74, score: -202.86763128710822, epsilon: 0.05000000000996391, total steps: 755087
episode:14093, reward: -11.402247657959295, mean reward: -4.68, score: -205.71873685223784, epsilon: 0.0500000000099493, total steps: 755131
episode:14094, reward: -10.591970189129084, mean reward: -2.42, score: -201.25579381289054, epsilon: 0.050000000009921816, total steps: 755214
episode:14095, reward: -100, mean reward: -3.13, score: -228.75619374774632, epsilon: 0.050000000009897703, total steps: 755287
